name,dynasty,type,description,entry_time,size,materials,图片URL,Author,museum_id
碗,元朝,碗,龙泉型五瓣口石胎碗。碗身施橄榄褐釉，釉面有不规则褐色开片。碗心刻有铭文。,02 Apr 2025,直径：144毫米 | 高度：54毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/680d1017_b26c_4581_9dae_a3c000fbd631/mid_00569985_001.jpg,不明,1
碗,元朝,碗,龙泉石胎碗。此碗胎质细腻，呈浅灰色，施褐绿色釉，釉面开片宽大。外壁刻重叠莲瓣纹。露胎处呈红色。底足无釉。,02 Apr 2025,直径：175毫米 | 高度：73毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/c205cc9f_70c8_4441_a006_a3bb017428d4/mid_00385179_001.jpg,不明,1
碗,明朝 | 万历,碗,直壁瓷碗。青花釉下彩，饰宽幅缠枝莲纹，莲头托浮或支撑八吉祥纹，上方为重叠莲瓣纹带。碗心双圈双框内竖书铭文。足部饰经典卷草纹。,02 Apr 2025,直径：155毫米 | 高度：80毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/b08a0451_c10a_4a80_a37a_a3bc006a2470/mid_00389653_001.jpg,不明,1
碗,清朝 | 雍正,碗,深腹瓷碗。碗足上沿及口沿下方饰有青花方形螺旋纹窄带，内底中央为风格化花卉图案，点缀细窄的花头点纹带，并环绕宽幅卷曲带状花瓣与三角饰纹。底部刻有铭文。,02 Apr 2025,直径：158毫米 | 高度：85毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/abf39db0_52aa_471b_aafa_a3bc006d009f/mid_00390594_001.jpg,不明,1
碗,晋朝,碗,铜扣六曲白釉定窑碗。碗心模印龙纹，内壁六曲各饰不同花卉。碗内有铭文。,02 Apr 2025,直径：183毫米 | 高度：70毫米,瓷器 | 铜器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/49b732a3_5868_4def_a4d2_a3c000fa6f98/mid_00569510_001.jpg,不明,1
碗,清朝,碗,官窑式石碗，器身圆润，六瓣葵口，浅圈足。通体施厚润灰青釉，釉面开细密褐色纹片。碗内及底足均有铭文。,02 Apr 2025,直径：60毫米（底部）| 直径：186毫米 | 高度：73毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_0/6893ec1b_3afa_42a2_8b9b_a3bb00097ae4/mid_00279976_001.jpg,不明,1
碗,元朝,碗,碗。青釉炻器制成。,1940,直径：2.50英寸 | 高度：1.30英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2016_5/31_12/563c1f88_7d40_425c_b24a_a61700c9aa7d/mid_PB063027_5_.jpg,不明,1
碗,宋朝,碗,碗（残片十一件）。刻莲瓣纹。青釉（北方）炻器制。,1940,直径：2-9厘米 | 直径：5.20英寸 | 高度：1.30英寸,陶器,无图片,不明,1
碗,唐朝,碗,白瓷碗，由模制大象及四尊人像支撑。材质为白炻器。,1931,高：20厘米 | 长：14厘米 | 宽：12厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_12/9c6da5da_e098_4b94_8432_a3b600c919e7/mid_00006815_001.jpg,不明,1
碗,清朝,碗,此浅口瓷碗，碗壁圆润，底足厚实。外壁以五彩绘三桃，内壁饰一桃，均以金彩勾勒寿字纹。器底署四字楷书红款。,暂无,直径：21厘米 | 高度：7.80厘米 | 重量：0.50千克,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_13/4469c831_b445_4a78_839e_a3b600dfee3c/mid_00010322_001.jpg,不明,1
碗,明朝 | 万历,碗,瓷碗。碗内青花装饰，双圈纹内绘松鹤图：一鹤栖于松下岩石上。外壁刻缠枝牡丹纹饰。底部有款识。,02 Apr 2025,直径：106毫米 | 高度：63毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/4590ed7d_742b_4e30_8b83_a3bb017a03e8/mid_00387127_001.jpg,不明,1
碗,清朝,碗,直口褐釉瓷碗。碗身施青釉。碗内壁饰网格地纹开光篆字模印纹饰，上缘为回纹边框，下缘饰线纹面板。,02 Apr 2025,高度：55毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/b83cfd34_689e_4bd7_b92b_a3bb014832ab/mid_00370382_001.jpg,不明,1
碗,清朝 | 康熙,碗,两件瓷碗。碗身施以薄素釉，上覆不均匀的黄釉彩。底部有铭文，底釉呈青白色长石釉。,02 Apr 2025,直径：368毫米 | 高度：170毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/236a76b9_3faa_4fa4_890b_a3bb01791544/mid_00386825_001.jpg,不明,1
碗,明朝,碗,龙泉窑青灰釉撇口碗。碗身施青灰釉，内外壁均刻划莲瓣纹饰，足部环绕一圈卷草纹饰带。,02 Apr 2025,直径：190毫米 | 高度：85毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/2107f2b5_4dd5_4b4e_805c_a3c000fba20e/mid_00569858_001.jpg,不明,1
碗,清朝 | 康熙,碗,瓷碗。此碗胎体细腻洁白，外施透明绿彩釉，绘有桃枝、叶片及硕大果实，内壁以金彩书篆体寿字。,02 Apr 2025,直径：225毫米 | 高度：84毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_23/bb3667f0_490f_418a_8fed_a3c00189a9b9/mid_00576071_001.jpg,不明,1
碗,清朝,碗,瓷碗，碗壁微曲。内外施钴蓝釉，口沿饰窄咖啡釉带，底足及底部涂褐黑色釉。碗内刻双四爪龙纹、云纹及火焰珠纹。底部有款识。,02 Apr 2025,直径：210毫米 | 高度：62毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_20/a625196d_ca99_4778_aea9_a3bb0149e696/mid_00370978_001.jpg,不明,1
碗,明朝 | 成化,碗,青花瓷碗。外壁饰釉下青花，上部为缠枝花卉纹带，下部饰重叠花瓣纹带。内壁满绘缠枝花卉纹，含牡丹山茶。碗心单菊团花纹。底有款识。,02 Apr 2025,直径：153毫米 | 高度：70毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/67e6de52_397b_4893_86af_a3be01069188/mid_00442809_001.jpg,不明,1
碗,北宋 | 金朝,碗,钧窑碗。釉陶制。,1945,直径：6.25英寸 | 高度：10.60厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/daed0232_ba56_4cf2_bf37_a3bb0056845c/mid_00302956_001.jpg,不明,1
碗,清朝,碗,碗。器身环绕铭文，饰以龙凤八卦纹。六枚小徽章饰人物花卉。青花瓷制。款识。,暂无,直径：7英寸 | 高度：2.75英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_15/6bfe7f47_a05a_46da_9ff8_a3e100f7f9c0/mid_00107731_001.jpg,不明,1
碗,西晋,碗,越窑碗（带足）。器身饰有菱形压印纹饰带，高足内壁无釉，碗内三处细小支烧痕表明窑烧时上方叠置它器。橄榄釉压印纹陶器，炻胎。,1971,直径：24厘米 | 高度：13.20厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/20d4805c_0eb0_4aa1_8b41_a3b9013fd238/mid_00220107_001.jpg,不明,1
碗,清朝 | 咸丰,碗,碗。铜红釉瓷制成。底部有青花款识。,暂无,直径：6英寸 | 高度：3.50英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/2_21/6e9ba732_cfc4_43b3_9518_a3d701645192/mid_01095105_001.jpg,不明,1
碗,明弘治,碗,瓷碗。碗身施釉下青花，上部饰有连续的佛教纹饰与叶片纹带，近足处为一圈重叠的如意头纹饰。碗心圆形开光内绘有风格化的花卉枝叶纹。,02 Apr 2025,直径：151毫米 | 高度：67毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/3803921e_e8af_4092_83c9_a3bc006ce8b1/mid_00390531_001.jpg,不明,1
碗,明朝 | 永乐,碗,瓷碗。碗身为白色，施青釉。内壁口沿下方饰波浪纹带，其下为花瓣纹带；外壁口沿下方饰回纹带，其下刻有缠枝花纹。,02 Apr 2025,直径：76毫米（底部）| 直径：210毫米 | 高度：103毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/94ab80b3_d6dc_4460_95ae_a3bb01745f1b/mid_00385262_001.jpg,不明,1
碗,清朝 | 嘉庆,碗,碗，外壁饰棱纹，内壁对应凹槽。铁红釉瓷质，鎏金。底有印款及题识。,暂无,直径：4.50英寸 | 高度：2.80英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/7d63bb8d_4826_4de4_9377_a3b7008d3da2/mid_00042876_001.jpg,不明,1
碗,明朝 | 民国,碗,瓷碗，器壁圆润，口沿外撇，高直圈足。碗心以釉上彩绘寿星与鹤，施绿松石色、红、绿、黄及黑彩。外壁饰群仙巡游图。底部署款识并钤印。,02 Apr 2025,直径：120毫米 | 高度：67毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/1a6e058d_d7e5_4623_8a4a_a3bb016d760c/mid_00382879_001.jpg,不明,1
碗,明朝 | 宣德,碗,青花瓷碗。碗身饰以宽幅缠枝莲纹，下方环绕窄幅叠瓣纹。碗心圆形开光内绘单朵花卉，碗壁暗刻花卉卷草纹。底部有款识。,02 Apr 2025,直径：208毫米 | 高度：76毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/51ea792b_ccb4_45e4_9e5f_a3bc006873af/mid_00389154_001.jpg,不明,1
碗,清朝,碗,碗（香炉）。三足。白瓷胎，施褐釉。,1980,直径：13.30厘米 | 直径：9.50厘米 | 高度：4.80厘米,瓷器 | 白瓷,https://media.britishmuseum.org/media/Repository/Documents/2023_12/20_14/3551d6d7_881a_4ff1_8098_b0de00e74fb1/mid_IMG_2044.jpg,不明,1
碗,南宋,碗,碗（一对之一）。龙泉青瓷，施青釉。,1947,高度：1.50英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_8/11ccff28_99bb_44a0_9617_a3b6008dcac1/mid_00183445_001.jpg,不明,1
碗,宋朝 | 金朝,碗,碗。花卉纹饰。北方青瓷，橄榄绿釉刻花陶器。,1947,直径：7.50英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_8/602eae67_4f31_494f_b12f_a3b6008d58f8/mid_00183382_001.jpg,不明,1
碗,清朝 | 乾隆,碗,碗。龙纹。米黄（咖啡）釉瓷制。,1927,高度：3.30英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_7/7c6578fc_e02f_4832_b3f4_a3b70083a2a8/mid_00039292_001.jpg,不明,1
碗,暂无,碗,带盖碗与碟，俗称盖碗。一套九件。瓷器，饰有釉下蓝彩龙纹。底部有款识。第九件经修复。,1985,直径：10.70厘米,瓷器,无图片,不明,1
碗,清朝,碗,碗。青釉炻器。单色。,1930,长度：2.90英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2024_4/2_11/9b14d2bc_2f40_4776_93d2_b14600bf4c74/mid_RRC8626_base.jpg,不明,1
碗,明朝 | 成化,碗,青花瓷碗。碗外壁饰有平行蓝线间宽幅卷曲萱草纹，内壁亦绘相似卷草纹，碗心双圈内为风格化花卉图案。底部有款识。,02 Apr 2025,直径：149毫米 | 高度：70毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/252204c4_57e8_4fd3_8cb9_a3be01069c51/mid_00442813_001.jpg,不明,1
碗,明朝 | 嘉靖,碗,瓷碗，碗壁微弧，口沿平直，高足直立。外壁以釉下钴蓝绘牡丹缠枝纹，间饰三只飞凤；内底中央为釉下钴蓝双圈，圈内绘花卉纹饰。底部有款识。,02 Apr 2025,直径：118毫米 | 高度：63毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/3129bd6d_e13d_4617_b354_a3bb016502e6/mid_00380208_001.jpg,不明,1
碗,暂无,碗,碗。花卉纹饰。材质为青釉刻划纹及篦纹陶瓷，瓷器。,1986,直径：13厘米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_22/ff8192c6_39ae_4146_aa3f_a3de016e3b10/mid_01481169_001.jpg,不明,1
碗,明朝 | 成化,碗,青花瓷碗，内外饰连续花卉卷纹，底有双圈成化年款。,2006,直径：15厘米 | 高度：7厘米,瓷器,无图片,不明,1
碗,元朝 | 明朝,碗,碗。青釉瓷制。,1930,高度：2.30英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2024_7/22_14/6c59562b_b643_4ca7_b7e8_b1b500e6f8f3/mid_RRC8654.jpg,不明,1
碗,晋朝,碗,碗。花卉纹饰与鱼浪纹。青瓷（北方）釉刻陶器。,1936,直径：5.60英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_8/9499b613_e569_4e06_8cf7_a3b6008d62ce/mid_00183387_001.jpg,不明,1
碗,明朝,碗,一对碗。青釉瓷制。有款识。,暂无,直径：8.80英寸 | 高度：2.90英寸,瓷器,无图片,不明,1
碗,清朝,碗,碗。青釉开片炻器，带铭文。,暂无,直径：24厘米 | 高度：12.50厘米,陶器,无图片,不明,1
碗,暂无,碗,碗。花卉纹饰。青釉刻划篦纹陶瓷器，瓷质。,1986,直径：13厘米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_22/ff8192c6_39ae_4146_aa3f_a3de016e3b10/mid_01481169_001.jpg,不明,1
碗,清朝,碗,碗。青釉开片炻器。刻款。,暂无,直径：24厘米 | 高度：12.50厘米,陶器,无图片,不明,1
碗,明朝,碗,瓷碗，器身深弧，口沿平直。碗内以黑、青绿及黄三色釉上彩绘四只系带佛教狮纹，外壁饰有童子侍从立于莲池畔图样。底部中心有一圆形孔洞。,02 Apr 2025,直径：160毫米 | 高度：85毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/838235e4_e2bc_4b0d_9e89_a3bb016cf7f6/mid_00382774_001.jpg,不明,1
碗,南宋,碗,龙泉窑青釉锥形碗。此碗施淡灰绿色釉。,02 Apr 2025,直径：145毫米 | 高度：53毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/a9dfbe10_2430_44fa_9565_a3c000fbaf87/mid_00569866_001.jpg,不明,1
碗,明朝 | 永乐,碗,瓷碗。碗身为白色。碗上有暗花纹饰的佛教徽记。碗内有款识。,02 Apr 2025,直径：63毫米（底部）| 直径：197毫米 | 高度：64毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/22a6ed88_93f8_4777_96a2_a3bb01750c3f/mid_00385395_001.jpg,不明,1
碗,南宋,碗,官窑青灰釉五瓣梅花式碗，由内外双层结构组成，均作五瓣梅花形制。器身呈青灰色，外施青灰釉，底部开片处呈深灰色沁色。露胎处可见赭红色胎骨，圈足未施釉。,02 Apr 2025,直径：192毫米 | 高度：94毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/41bfc9b0_63c0_41a0_93fb_a3bb01738d3c/mid_00385001_001.jpg,不明,1
碗,清朝,碗,青花圆形碗，碗壁微外撇，绘一童子手持莲花立于花园篱笆前，周围山石间花卉丛生，旁有芭蕉一株。碗心饰以风格化花卉纹，底部双圈内署两字款。,2000,直径：17.60厘米 | 高度：8.10厘米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_5/b54ffe32_9100_43e1_b8ca_a3d6005b05e0/mid_01060712_001.jpg,不明,1
碗,晋朝 | 元朝,碗,瓷碗，口沿镶银。釉色乳白。内壁模印双线边框花卉石榴纹，外壁刻莲瓣纹。,02 Apr 2025,直径：190毫米 | 高度：71毫米,瓷器 | 银器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/847057e3_c158_4137_aa30_a3c000fa944d/mid_00569530_001.jpg,不明,1
碗,明朝 | 永乐,碗,弧腹微撇铜红釉碗。此碗釉色浓艳，呈深铜红色，口沿泛青白。底部饰有划花莲瓣纹残迹。足圈内壁及底施青白釉。,02 Apr 2025,直径：207毫米 | 高度：97毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/52d13f3b_b11f_4695_982e_a3be010770ac/mid_00442883_001.jpg,不明,1
碗,清朝 | 康熙,碗,碗。题款，饰有喜鹊栖于结果杏枝图案。绿彩釉瓷制。,1936,直径：7.90英寸 | 高度：3.50英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_8/c5823aab_3907_4aa1_899e_a3b70087cbb5/mid_00040748_001.jpg,不明,1
碗,南宋,碗,碗。有支钉痕。龙泉窑青釉瓷制。,1947,高度：2英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_8/ff662ec9_e07f_49d9_b206_a3b6008df0b9/mid_00183470_001.jpg,不明,1
碗,北宋 | 金朝,碗,碗。花瓣纹饰。北方青瓷，橄榄绿釉（开片）炻器。青瓷。,1940,直径：4英寸（口沿处）| 高度：1.90英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2024_9/5_13/00409d1d_70ec_4022_90cb_b1e200da78a3/mid_RRC11447.jpg,不明,1
碗,明朝 | 万历,碗,直口弧腹小瓷碗。外壁釉下青花绘桃枝双鸟与牡丹双鸟纹，碗心饰圆形伪梵文，内壁环绕两圈伪梵文字带。底有款识。,02 Apr 2025,直径：48毫米 | 高度：25毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/a2fcd718_35c9_4195_9326_a3bb01650d19/mid_00380162_001.jpg,不明,1
碗,晋朝,碗,钧窑锥形石碗。此碗施淡鸭蛋青釉，碗内紫铜釉饰以锯齿纹，釉薄处沿口呈淡橄榄绿色。底足部分施釉，圈足无釉。,02 Apr 2025,直径：38毫米（底部）| 直径：134毫米 | 高度：49毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/75eb42a2_2e7e_44f2_8be4_a3bb01718139/mid_00384158_001.jpg,不明,1
碗,明朝,碗,锥形瓷碗。碗外壁釉下青花绘双凤穿花纹带，内壁饰海浪三石纹，间有人物与水牛相斗图。口沿处环绕网格纹。底部有款识。,02 Apr 2025,直径：118毫米 | 高度：53毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/fd58cc2d_bb1e_4f46_b6c2_a3bb0179faf3/mid_00387122_001.jpg,不明,1
碗,明朝 | 万历,碗,瓷碗，碗壁圆润，口沿外撇，圈足由内凹底形成。外壁以青花绘两组人物，每组四人，文人伴童仆，间以松树相隔。碗心双圈内绘水藻鲤鱼纹。底有款识。,02 Apr 2025,直径：115毫米 | 高度：40毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/2c6273ac_8772_4d03_8551_a3bb0164f923/mid_00380151_001.jpg,不明,1
碗,明朝 | 万历,碗,直口高足瓷碗，口沿外撇。外壁以青花钴料绘竖向开光，内为山石花木间交替点缀的斑鹿与白鹿；内壁饰山石花卉纹竖向开光，碗心圆形开光内绘一鹿纹。,02 Apr 2025,直径：150毫米 | 高度：75毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/875c94e0_7f7e_4aa0_a49b_a3bb016c4729/mid_00382395_001.jpg,不明,1
碗,晋朝,碗,定窑瓷碗，六瓣铜扣口沿。釉色乳白。内壁饰模印牡丹、枝叶与梅纹，以双线勾边，中心为花卉图案。,02 Apr 2025,直径：236毫米 | 高度：89毫米,瓷器 | 铜器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_15/64a6ed70_d32d_43d0_8b55_a3c000fa6dc4/mid_00569509_001.jpg,不明,1
碗,明朝,碗,瓣口小瓷碗。内外壁各瓣内均饰青花花卉纹，碗心绘团花纹。每瓣以单青线勾勒。,02 Apr 2025,直径：85毫米 | 高度：20毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/7800cab5_2d79_4d45_9a35_a3bc00696cea/mid_00389564_001.jpg,不明,1
碗,明朝,碗,碗（球状）。三云纹足。钧窑紫釉炻器，内壁蓝色。底施褐护胎釉，十七支钉痕，刻“九”字。官钧窑器。,1925,高度：6.10厘米 | 宽度：20.50厘米 | 深度：20.50厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/dce0ba43_45cf_4da5_986e_a3b70063c983/mid_00029882_001.jpg,不明,1
碗,明朝 | 万历,碗,青花镂空碗。此碗胎体洁白，釉面透明。外壁饰有网格纹镂空图案，间以五朵团花纹饰，口沿下方刻有回纹边饰，底部外壁刻有莲瓣纹。底足无釉。,02 Apr 2025,直径：88毫米 | 高度：54毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/d39ca845_8e86_4d25_b362_a3bb017668b0/mid_00385857_001.jpg,不明,1
碗,明朝 | 宣德,碗,青花瓷碗。外壁饰釉下青花纹样，上部为宽幅大果枝纹带，下部窄幅小花枝纹带。足部环绕经典卷草纹。碗内壁凹面饰类似小花枝纹，中央圆形开光内绘果枝纹。底部有款识。,02 Apr 2025,直径：228毫米 | 高度：80毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/7137e286_9ee1_4161_bbd7_a3bc0069b6ae/mid_00389600_001.jpg,不明,1
碗,北宋,碗,青瓷北窑菊花纹茶碗,1996,直径：15.30厘米,陶瓷,https://media.britishmuseum.org/media/Repository/Documents/2024_9/5_13/257828ec_f131_4860_a845_b1e200da680b/mid_RRC18949.jpg,不明,1
碗,清朝 | 康熙,碗,碗。带字。镂空白瓷制成。,1923,直径：9厘米 | 高度：5厘米,瓷器 | 白瓷,https://media.britishmuseum.org/media/Repository/Documents/2023_11/6_15/68381f56_4c78_4b87_a863_b0b201033c42/mid_IMG_1105.jpg,不明,1
碗,宋朝,碗,碗（残件）。带铭文。越窑青瓷制。,1935,宽度：5.60英寸,陶器,https://media.britishmuseum.org/media/Repository/Documents/2025_2/11_16/01ae453e_c64e_4c66_b2db_b2810114aad6/mid_RRC9317.jpg,不明,1
碗,辽代,碗,石碗。白釉，内外亚光。底半釉，无釉处有标记。,1968,直径：19厘米 | 高度：6.50厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_15/344290d9_bd17_49be_af56_a3de00feee38/mid_01441999_001.jpg,不明,1
碗；碟,清朝 | 雍正,碗 | 碟,碗与碟。花卉卷纹。粉彩瓷制。,1973,直径：15厘米（碟）| 高度：5.40厘米（碗）,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_14/2d22d29d_dd6c_4011_944c_a3b600e80f77/mid_00012957_001.jpg,不明,1
碗,北宋,碗,碗。北方青瓷，绿釉炻器。青瓷。,1973,直径：14.30厘米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2024_7/22_14/b9339062_4dfc_4e54_923c_b1b500e6d47f/mid_RRC15132.jpg,不明,1
碗,暂无,碗,碗。炻器，施白化妆土。内底有五处支钉痕。,1984,直径：16.60厘米 | 高度：8厘米,石器,https://media.britishmuseum.org/media/Repository/Documents/2024_2/5_14/0672bfa8_9e53_45e1_8344_b10d00f0aabd/mid_IMG_3081.jpg,不明,1
碗,明朝 | 宣德,碗,大瓷碗（缸），圆腹厚直口。器身饰双鱼龙纹，间以波浪云纹，口沿与底部各饰双圈回纹带。底足无釉，有款识。内底中心孔洞已封堵。,02 Apr 2025,直径：566毫米 | 重量：18.50千克,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/f111f089_7a41_46d6_8918_a3bb016bb766/mid_00382226_001.jpg,不明,1
碗,清朝,碗,广东粗陶碗，十六道粗刻叶纹。碗身呈浅黄色，施淡灰釉，釉面开片，裂纹中灰。底部有压印印章，未施釉。底足覆盖深红褐色泥浆。,02 Apr 2025,直径：168毫米 | 高度：69毫米,陶器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/e058dd37_b92c_46bd_9121_a3bb0173fc42/mid_00385106_001.jpg,不明,1
碗,明朝 | 万历,碗,青花瓷碗。此薄胎青花碗深腹圆壁，口沿外撇，底承浅圈足。碗内施釉素面无纹；外壁以写实笔法绘水景芦苇丛间双雁图。口沿与足胫各饰弦纹一道，圈足处绘双弦纹……,1929,直径：8.60厘米 | 高度：5厘米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_21/4e579d17_7a41_461f_a70b_a3ba01605472/mid_00263761_001.jpg,不明,1
碗,宋朝,碗,半透明绿色玉碗，带有褐色脉纹与内含物，表面抛光至柔和光泽。,2022,直径：8.50厘米,玉,https://media.britishmuseum.org/media/Repository/Documents/2015_1/20_9/9b749282_ffb8_4507_9797_a42600991329/451_.jpg,不明,1
碗,明朝 | 洪武,碗,铜边敞口圆腹瓷碗。器身施白釉，外壁饰刻划云肩纹，内壁釉下暗刻双龙纹。底足满釉。,02 Apr 2025,高度：80毫米,瓷器 | 铜,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/16a4b380_b247_488f_a0a9_a3bb013a7a21/mid_00366204_001.jpg,不明,1
碗,明朝 | 万历,碗,瓷碗。此碗胎体洁白，施青釉。外壁饰镂空网格纹及浮雕开光，开光内为寿老与八仙骑马像，均以素胎呈现。,02 Apr 2025,直径：72毫米 | 高度：44毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/ff41425a_8ef5_48e8_a65f_a3bb01746338/mid_00385212_001.jpg,不明,1
碗,清朝 | 康熙,碗,瓷碗。青花釉下彩，主景为仕女在阶梯式庭园中进行雅集活动：赏画、弹琴、对弈。另有侍从、树木及远山。,02 Apr 2025,直径：216毫米 | 高度：80毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/f3ccdac0_80f6_4ed2_a6e3_a3bc00682a08/mid_00389128_001.jpg,不明,1
碗,宋朝,碗,碗。灰釉开片瓷质，铜口。青瓷。仿哥窑。,1947,直径：5.40英寸,瓷器 | 铜,https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_17/1efc72ab_4bac_4b6f_a869_a3e101259e60/mid_00119272_001.jpg,不明,1
碗,清朝 | 康熙,碗,六边形碗。花卉纹饰。采用黑、绿、紫、黄釉彩（含素胎）瓷制成。五彩瓷。,1947,直径：6.50英寸,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_15/576d212e_0416_4809_ab76_a3b600fb41aa/mid_00017917_001.jpg,不明,1
碗,清朝,碗,青花釉下彩碗。饰有桃、蝠、石榴及寿字纹。底部落月款。,1915,直径：17.30厘米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_12/dd4a6b71_a1c0_47c5_a8d6_a3e100c7dee4/mid_00102602_001.jpg,不明,1
碗,明朝 | 宣德,碗,瓷碗。碗身为白色，釉色泛青。外壁刻有花瓣纹饰，碗沿环绕花卉卷草纹，碗心饰有果枝纹。底部有款识。,02 Apr 2025,直径：210毫米 | 高度：105毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/66f3d07e_8f3d_4e2f_bc9c_a3bb0176cead/mid_00386050_001.jpg,不明,1
碗,清朝 | 康熙,碗,瓷碗。碗身施釉下青花，足部上方饰波涛纹，口沿下方绘八卦纹。碗心双圈内绘阴阳符号。底部有款识。,02 Apr 2025,直径：124毫米 | 高度：71毫米,瓷器,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/c0510497_9334_410c_a324_a3bc006caa6d/mid_00390451_001.jpg,不明,1
